date,channel,device,sessions,users,pageviews,bounce_rate,avg_session_duration_sec,conversions
2026-01-25,Organic Search,Mobile,1333,1073,3293,0.548,221.4,34
2026-01-25,Organic Search,Tablet,161,124,335,0.327,75.0,3
2026-01-25,Paid Search,Desktop,341,283,1061,0.384,188.5,4
2026-01-25,Paid Search,Mobile,408,335,1019,0.403,232.4,6
2026-01-25,Paid Search,Tablet,63,49,123,0.401,215.6,0
2026-01-25,Social,Desktop,471,445,1255,0.512,218.3,9
2026-01-25,Social,Mobile,523,447,2089,0.543,211.0,13
2026-01-25,Social,Tablet,89,81,336,0.367,144.4,2
2026-01-25,Direct,Desktop,287,239,539,0.441,77.5,3
2026-01-25,Direct,Mobile,438,388,1847,0.643,88.0,4
2026-01-25,Direct,Tablet,59,53,264,0.483,205.9,1
2026-01-25,Email,Desktop,99,77,432,0.547,164.2,1
2026-01-25,Email,Mobile,174,159,318,0.518,132.0,2
2026-01-25,Email,Tablet,24,18,66,0.479,188.4,0
2026-01-25,Referral,Desktop,72,57,257,0.314,187.7,1
2026-01-25,Referral,Mobile,143,133,305,0.458,110.4,4
2026-01-25,Referral,Tablet,17,14,71,0.429,58.9,0
2026-01-26,Organic Search,Desktop,749,562,2682,0.458,73.1,4
2026-01-26,Organic Search,Mobile,1064,829,4658,0.327,137.2,10
2026-01-26,Organic Search,Tablet,194,179,676,0.348,107.0,1
2026-01-26,Paid Search,Desktop,275,235,807,0.391,216.0,2
2026-01-26,Paid Search,Mobile,329,257,1179,0.374,184.7,8
2026-01-26,Paid Search,Tablet,82,65,313,0.588,200.7,1
2026-01-26,Social,Desktop,281,227,841,0.587,217.1,3
2026-01-26,Social,Mobile,433,401,1064,0.497,153.6,9
2026-01-26,Social,Tablet,79,68,338,0.4,147.0,0
2026-01-26,Direct,Desktop,293,275,734,0.394,163.8,4
2026-01-26,Direct,Mobile,268,235,504,0.304,138.6,1
2026-01-26,Direct,Tablet,46,41,199,0.698,184.7,1
2026-01-26,Email,Desktop,64,56,201,0.684,104.2,1
2026-01-26,Email,Mobile,125,95,449,0.404,100.4,1
2026-01-26,Email,Tablet,20,17,58,0.527,165.7,0
2026-01-26,Referral,Desktop,88,79,375,0.435,69.6,1
2026-01-26,Referral,Mobile,121,93,282,0.374,51.2,3
2026-01-26,Referral,Tablet,19,15,41,0.568,229.2,0
2026-01-27,Organic Search,Desktop,680,517,1852,0.408,238.4,19
2026-01-27,Organic Search,Mobile,1030,798,2899,0.621,226.8,8
2026-01-27,Organic Search,Tablet,168,139,544,0.634,197.4,1
2026-01-27,Paid Search,Desktop,320,241,1418,0.548,83.4,7
2026-01-27,Paid Search,Mobile,306,276,709,0.7,234.7,5
2026-01-27,Paid Search,Tablet,57,42,220,0.611,149.2,0
2026-01-27,Social,Desktop,377,292,1018,0.436,216.6,3
2026-01-27,Social,Mobile,406,347,1303,0.553,139.0,9
2026-01-27,Social,Tablet,82,75,300,0.597,54.0,0
2026-01-27,Direct,Desktop,234,210,995,0.363,153.0,3
2026-01-27,Direct,Mobile,286,242,775,0.428,79.4,5
2026-01-27,Direct,Tablet,48,38,212,0.646,219.2,1
2026-01-27,Email,Desktop,120,96,442,0.582,153.5,3
2026-01-27,Email,Mobile,138,126,324,0.344,122.5,2
2026-01-27,Email,Tablet,24,21,67,0.462,102.0,0
2026-01-27,Referral,Desktop,80,66,183,0.592,197.5,1
2026-01-27,Referral,Mobile,112,92,235,0.313,129.5,2
2026-01-27,Referral,Tablet,13,11,25,0.594,53.7,0
2026-01-28,Organic Search,Desktop,782,654,3334,0.611,59.1,7
2026-01-28,Organic Search,Mobile,848,713,2592,0.406,222.8,20
2026-01-28,Organic Search,Tablet,170,133,492,0.694,125.1,4
2026-01-28,Paid Search,Desktop,371,317,1201,0.546,106.6,3
2026-01-28,Paid Search,Mobile,365,326,720,0.394,129.0,5
2026-01-28,Paid Search,Tablet,59,54,121,0.654,163.4,1
2026-01-28,Social,Desktop,394,314,730,0.674,96.5,7
2026-01-28,Social,Mobile,342,313,1321,0.476,204.1,5
2026-01-28,Social,Tablet,70,54,169,0.654,92.7,1
2026-01-28,Direct,Desktop,181,146,672,0.471,234.6,2
2026-01-28,Direct,Mobile,408,316,1176,0.418,228.0,3
2026-01-28,Direct,Tablet,67,52,243,0.337,163.2,1
2026-01-28,Email,Desktop,96,84,366,0.538,221.3,0
2026-01-28,Email,Mobile,147,120,472,0.393,159.3,3
2026-01-28,Email,Tablet,19,15,74,0.592,149.9,0
2026-01-28,Referral,Desktop,79,64,173,0.675,235.2,0
2026-01-28,Referral,Mobile,78,60,343,0.544,165.2,2
2026-01-28,Referral,Tablet,17,15,60,0.584,48.2,0
2026-01-29,Organic Search,Desktop,548,463,1321,0.584,83.7,7
2026-01-29,Organic Search,Mobile,822,730,2291,0.61,149.6,5
2026-01-29,Organic Search,Tablet,130,117,366,0.463,219.8,2
2026-01-29,Paid Search,Desktop,217,170,514,0.534,208.5,2
2026-01-29,Paid Search,Mobile,330,281,1229,0.537,238.1,3
2026-01-29,Paid Search,Tablet,67,52,181,0.337,112.4,1
2026-01-29,Social,Desktop,384,354,1699,0.426,139.4,7
2026-01-29,Social,Mobile,540,456,1972,0.308,70.5,12
2026-01-29,Social,Tablet,79,68,228,0.644,145.6,2
2026-01-29,Direct,Desktop,271,231,701,0.601,187.0,1
2026-01-29,Direct,Mobile,336,291,698,0.455,134.4,8
2026-01-29,Direct,Tablet,51,48,182,0.578,103.4,1
2026-01-29,Email,Desktop,93,79,247,0.499,155.4,1
2026-01-29,Email,Mobile,167,158,513,0.447,61.5,1
2026-01-29,Email,Tablet,19,15,56,0.405,45.0,0
2026-01-29,Referral,Desktop,93,78,307,0.566,51.5,1
2026-01-29,Referral,Mobile,98,91,391,0.56,134.8,2
2026-01-29,Referral,Tablet,13,10,46,0.7,99.4,0
2026-01-30,Organic Search,Desktop,736,581,1584,0.412,125.2,16
2026-01-30,Organic Search,Mobile,1082,1018,3333,0.698,60.7,8
2026-01-30,Organic Search,Tablet,119,89,412,0.515,102.0,1
2026-01-30,Paid Search,Desktop,311,250,914,0.391,61.1,2
2026-01-30,Paid Search,Mobile,351,297,1506,0.61,181.6,9
2026-01-30,Paid Search,Tablet,46,40,133,0.636,130.5,0
2026-01-30,Social,Desktop,452,390,1207,0.446,225.5,3
2026-01-30,Social,Mobile,544,457,2267,0.507,120.4,5
2026-01-30,Social,Tablet,73,65,316,0.445,178.4,1
2026-01-30,Direct,Desktop,207,180,790,0.624,169.2,4
2026-01-30,Direct,Mobile,354,291,795,0.438,107.3,5
2026-01-30,Direct,Tablet,40,33,133,0.32,181.7,1
2026-01-30,Email,Desktop,117,101,523,0.695,53.9,3
2026-01-30,Email,Mobile,156,123,667,0.542,112.8,2
2026-01-30,Email,Tablet,16,12,45,0.5,68.6,0
2026-01-30,Referral,Desktop,96,73,248,0.668,117.3,0
2026-01-30,Referral,Mobile,96,87,224,0.374,73.2,1
2026-01-30,Referral,Tablet,19,16,57,0.462,106.4,0
2026-01-31,Organic Search,Desktop,786,646,3178,0.542,147.5,20
2026-01-31,Organic Search,Mobile,1007,814,2044,0.661,130.5,15
2026-01-31,Organic Search,Tablet,172,129,587,0.491,227.9,2
2026-01-31,Paid Search,Desktop,324,295,1093,0.504,164.0,8
2026-01-31,Paid Search,Mobile,509,436,1281,0.418,113.5,6
2026-01-31,Paid Search,Tablet,51,41,92,0.695,96.8,0
2026-01-31,Social,Desktop,433,386,1588,0.308,237.4,2
2026-01-31,Social,Mobile,617,552,1877,0.681,127.2,13
2026-01-31,Social,Tablet,89,72,306,0.359,81.0,0
2026-01-31,Direct,Desktop,272,218,1205,0.458,80.9,5
2026-01-31,Direct,Mobile,347,303,884,0.474,68.9,3
2026-01-31,Direct,Tablet,43,40,173,0.682,135.1,1
2026-01-31,Email,Desktop,115,92,423,0.371,48.9,0
2026-01-31,Email,Mobile,136,120,507,0.678,124.1,2
2026-01-31,Email,Tablet,25,21,76,0.55,52.2,0
2026-01-31,Referral,Desktop,83,77,223,0.363,87.1,2
2026-01-31,Referral,Mobile,131,99,338,0.451,150.6,0
2026-01-31,Referral,Tablet,24,18,102,0.406,121.1,0
2026-02-01,Organic Search,Desktop,752,697,1777,0.421,153.4,21
2026-02-01,Organic Search,Mobile,977,749,3311,0.676,170.0,10
2026-02-01,Organic Search,Tablet,182,147,341,0.535,92.2,1
2026-02-01,Paid Search,Desktop,258,216,756,0.664,120.5,7
2026-02-01,Paid Search,Mobile,433,393,841,0.308,230.9,10
2026-02-01,Paid Search,Tablet,66,50,145,0.654,60.0,0
2026-02-01,Social,Desktop,439,413,1774,0.621,55.3,12
2026-02-01,Social,Mobile,446,349,1148,0.478,196.6,6
2026-02-01,Social,Tablet,72,68,295,0.382,180.8,1
2026-02-01,Direct,Desktop,317,266,674,0.554,105.6,2
2026-02-01,Direct,Mobile,336,269,1415,0.653,76.4,2
2026-02-01,Direct,Tablet,57,52,204,0.384,86.0,1
2026-02-01,Email,Desktop,109,93,305,0.681,156.1,1
2026-02-01,Email,Mobile,145,123,281,0.312,120.3,2
2026-02-01,Email,Tablet,25,19,99,0.554,216.1,0
2026-02-01,Referral,Desktop,90,76,358,0.603,85.7,0
2026-02-01,Referral,Mobile,99,76,185,0.592,223.9,1
2026-02-01,Referral,Tablet,19,16,60,0.341,145.6,0
2026-02-02,Organic Search,Desktop,619,476,1194,0.437,59.1,8
2026-02-02,Organic Search,Mobile,943,767,3950,0.509,229.3,6
2026-02-02,Organic Search,Tablet,141,126,364,0.383,116.3,2
2026-02-02,Paid Search,Desktop,327,263,1290,0.451,107.5,7
2026-02-02,Paid Search,Mobile,297,281,1096,0.346,178.4,5
2026-02-02,Paid Search,Tablet,65,59,198,0.583,138.9,0
2026-02-02,Social,Desktop,369,294,947,0.531,203.2,6
2026-02-02,Social,Mobile,554,436,1832,0.651,118.0,4
2026-02-02,Social,Tablet,70,62,253,0.446,162.3,1
2026-02-02,Direct,Desktop,226,205,892,0.431,114.4,6
2026-02-02,Direct,Mobile,383,350,1057,0.678,187.2,7
2026-02-02,Direct,Tablet,58,47,175,0.424,78.4,1
2026-02-02,Email,Desktop,125,117,530,0.345,164.1,1
2026-02-02,Email,Mobile,129,99,577,0.485,190.1,3
2026-02-02,Email,Tablet,22,20,52,0.699,111.6,0
2026-02-02,Referral,Desktop,91,73,352,0.49,168.1,1
2026-02-02,Referral,Mobile,122,106,422,0.328,163.4,1
2026-02-02,Referral,Tablet,19,16,79,0.482,199.4,0
2026-02-03,Organic Search,Desktop,528,436,1031,0.453,80.3,6
2026-02-03,Organic Search,Mobile,934,806,3993,0.596,90.4,24
2026-02-03,Organic Search,Tablet,171,139,317,0.327,75.3,3
2026-02-03,Paid Search,Desktop,316,242,1396,0.47,176.5,4
2026-02-03,Paid Search,Mobile,392,317,939,0.62,116.0,4
2026-02-03,Paid Search,Tablet,64,58,154,0.525,195.9,0
2026-02-03,Social,Desktop,360,316,1275,0.311,223.3,3
2026-02-03,Social,Mobile,633,594,2435,0.417,129.9,6
2026-02-03,Social,Tablet,70,63,242,0.321,172.5,0
2026-02-03,Direct,Desktop,216,178,435,0.563,127.6,2
2026-02-03,Direct,Mobile,346,323,1024,0.409,166.8,9
2026-02-03,Direct,Tablet,40,34,110,0.303,77.9,1
2026-02-03,Email,Desktop,92,84,302,0.45,127.4,0
2026-02-03,Email,Mobile,122,114,463,0.415,174.7,3
2026-02-03,Email,Tablet,16,13,37,0.512,97.5,0
2026-02-03,Referral,Desktop,96,80,353,0.302,188.1,2
2026-02-03,Referral,Mobile,110,102,448,0.301,89.1,1
2026-02-03,Referral,Tablet,13,11,53,0.382,167.0,0
2026-02-04,Organic Search,Desktop,629,510,1556,0.464,203.0,4
2026-02-04,Organic Search,Mobile,858,664,1629,0.504,93.9,22
2026-02-04,Organic Search,Tablet,160,130,315,0.638,219.1,4
2026-02-04,Paid Search,Desktop,249,205,1097,0.581,110.5,5
2026-02-04,Paid Search,Mobile,430,369,1887,0.388,59.2,9
2026-02-04,Paid Search,Tablet,49,45,196,0.439,114.6,1
2026-02-04,Social,Desktop,392,311,828,0.513,86.0,3
2026-02-04,Social,Mobile,372,282,1069,0.589,121.0,4
2026-02-04,Social,Tablet,80,62,300,0.594,121.4,1
2026-02-04,Direct,Desktop,250,231,573,0.328,131.6,5
2026-02-04,Direct,Mobile,324,244,1301,0.506,49.8,2
2026-02-04,Direct,Tablet,42,37,88,0.363,172.8,0
2026-02-04,Email,Desktop,92,77,285,0.604,181.5,2
2026-02-04,Email,Mobile,156,124,551,0.697,111.9,4
2026-02-04,Email,Tablet,17,13,53,0.374,217.8,0
2026-02-04,Referral,Desktop,80,73,357,0.5,152.9,2
2026-02-04,Referral,Mobile,135,120,262,0.603,122.3,1
2026-02-04,Referral,Tablet,15,12,47,0.539,100.3,0
2026-02-05,Organic Search,Desktop,823,617,1963,0.424,237.9,19
2026-02-05,Organic Search,Mobile,1106,1016,2027,0.554,103.1,30
2026-02-05,Organic Search,Tablet,146,111,340,0.393,126.2,1
2026-02-05,Paid Search,Desktop,222,177,726,0.401,234.4,1
2026-02-05,Paid Search,Mobile,394,351,1644,0.523,173.3,4
2026-02-05,Paid Search,Tablet,57,50,251,0.586,227.9,1
2026-02-05,Social,Desktop,364,303,811,0.688,133.3,9
2026-02-05,Social,Mobile,475,448,1951,0.345,183.4,13
2026-02-05,Social,Tablet,45,34,123,0.657,77.7,0
2026-02-05,Direct,Desktop,204,176,524,0.499,171.9,4
2026-02-05,Direct,Mobile,355,274,1176,0.553,187.9,9
2026-02-05,Direct,Tablet,36,31,82,0.601,201.6,0
2026-02-05,Email,Desktop,88,76,258,0.692,143.7,1
2026-02-05,Email,Mobile,138,115,450,0.668,69.7,3
2026-02-05,Email,Tablet,24,18,102,0.449,132.8,0
2026-02-05,Referral,Desktop,81,63,174,0.523,194.3,1
2026-02-05,Referral,Mobile,105,85,470,0.553,123.7,1
2026-02-05,Referral,Tablet,22,18,62,0.654,185.8,0
2026-02-06,Organic Search,Desktop,526,416,1166,0.374,72.2,9
2026-02-06,Organic Search,Mobile,879,705,3164,0.302,103.2,12
2026-02-06,Organic Search,Tablet,112,104,270,0.606,62.4,1
2026-02-06,Paid Search,Desktop,265,212,1188,0.451,166.9,7
2026-02-06,Paid Search,Mobile,411,378,1065,0.552,89.1,8
2026-02-06,Paid Search,Tablet,54,45,145,0.44,162.1,0
2026-02-06,Social,Desktop,469,433,1811,0.424,221.5,8
2026-02-06,Social,Mobile,438,394,801,0.621,224.1,12
2026-02-06,Social,Tablet,66,62,189,0.393,144.0,0
2026-02-06,Direct,Desktop,188,171,540,0.686,222.4,4
2026-02-06,Direct,Mobile,298,279,1058,0.408,52.5,3
2026-02-06,Direct,Tablet,39,32,116,0.69,97.3,0
2026-02-06,Email,Desktop,117,102,482,0.663,162.1,2
2026-02-06,Email,Mobile,148,129,360,0.481,70.5,1
2026-02-06,Email,Tablet,15,13,53,0.575,171.8,0
2026-02-06,Referral,Desktop,61,54,231,0.548,124.7,1
2026-02-06,Referral,Mobile,131,110,282,0.687,101.0,2
2026-02-06,Referral,Tablet,19,17,60,0.356,58.5,0
2026-02-07,Organic Search,Desktop,726,670,1548,0.632,225.8,16
2026-02-07,Organic Search,Mobile,776,665,3462,0.681,134.7,20
2026-02-07,Organic Search,Tablet,155,123,567,0.306,126.6,1
2026-02-07,Paid Search,Desktop,292,245,885,0.322,174.4,8
2026-02-07,Paid Search,Mobile,431,396,793,0.331,61.2,5
2026-02-07,Paid Search,Tablet,60,55,130,0.645,228.2,1
2026-02-07,Social,Desktop,397,304,1140,0.539,149.0,10
2026-02-07,Social,Mobile,616,504,1449,0.509,45.3,5
2026-02-07,Social,Tablet,71,63,213,0.341,46.4,1
2026-02-07,Direct,Desktop,305,253,1022,0.582,221.6,2
2026-02-07,Direct,Mobile,443,381,1876,0.559,194.6,3
2026-02-07,Direct,Tablet,46,39,105,0.358,164.3,1
2026-02-07,Email,Desktop,105,96,239,0.461,228.5,1
2026-02-07,Email,Mobile,124,113,229,0.593,127.4,0
2026-02-07,Email,Tablet,21,17,86,0.315,150.0,0
2026-02-07,Referral,Desktop,96,84,211,0.541,178.7,1
2026-02-07,Referral,Mobile,109,92,442,0.486,132.5,1
2026-02-07,Referral,Tablet,16,12,59,0.333,209.4,0
2026-02-08,Organic Search,Desktop,939,868,2989,0.459,48.8,20
2026-02-08,Organic Search,Mobile,979,916,3617,0.638,144.4,9
2026-02-08,Organic Search,Tablet,199,165,532,0.572,202.2,1
2026-02-08,Paid Search,Desktop,357,331,708,0.572,73.3,9
2026-02-08,Paid Search,Mobile,400,320,1597,0.376,228.8,7
2026-02-08,Paid Search,Tablet,59,46,207,0.608,164.2,1
2026-02-08,Social,Desktop,344,265,1380,0.484,229.5,8
2026-02-08,Social,Mobile,594,513,2133,0.524,207.4,5
2026-02-08,Social,Tablet,80,68,343,0.355,221.9,1
2026-02-08,Direct,Desktop,251,233,802,0.412,206.3,3
2026-02-08,Direct,Mobile,321,270,763,0.682,86.7,4
2026-02-08,Direct,Tablet,58,48,109,0.336,190.2,0
2026-02-08,Email,Desktop,123,106,326,0.538,123.6,1
2026-02-08,Email,Mobile,136,116,436,0.364,216.2,2
2026-02-08,Email,Tablet,19,17,41,0.601,183.0,0
2026-02-08,Referral,Desktop,77,63,307,0.613,63.0,1
2026-02-08,Referral,Mobile,109,90,248,0.419,130.7,1
2026-02-08,Referral,Tablet,12,9,25,0.614,183.7,0
2026-02-09,Organic Search,Desktop,728,553,2079,0.644,146.5,13
2026-02-09,Organic Search,Mobile,778,715,2755,0.433,228.1,16
2026-02-09,Organic Search,Tablet,144,112,574,0.566,46.5,1
2026-02-09,Paid Search,Desktop,280,217,885,0.458,81.9,5
2026-02-09,Paid Search,Mobile,487,424,2063,0.311,157.8,3
2026-02-09,Paid Search,Tablet,63,54,166,0.307,104.9,1
2026-02-09,Social,Desktop,341,323,957,0.493,65.2,6
2026-02-09,Social,Mobile,472,434,2082,0.401,210.3,2
2026-02-09,Social,Tablet,69,61,242,0.421,75.8,1
2026-02-09,Direct,Desktop,251,225,994,0.696,167.7,5
2026-02-09,Direct,Mobile,334,259,855,0.67,76.8,1
2026-02-09,Direct,Tablet,57,53,185,0.335,70.1,1
2026-02-09,Email,Desktop,96,78,236,0.623,138.0,2
2026-02-09,Email,Mobile,173,142,712,0.638,71.5,1
2026-02-09,Email,Tablet,24,20,73,0.635,87.5,0
2026-02-09,Referral,Desktop,71,65,170,0.345,179.9,1
2026-02-09,Referral,Mobile,116,105,429,0.617,53.2,0
2026-02-09,Referral,Tablet,17,16,36,0.566,90.9,0
2026-02-10,Organic Search,Desktop,831,715,3163,0.394,89.2,6
2026-02-10,Organic Search,Mobile,1211,1119,3362,0.685,184.0,6
2026-02-10,Organic Search,Tablet,139,120,520,0.684,121.1,2
2026-02-10,Paid Search,Desktop,256,225,474,0.456,117.6,3
2026-02-10,Paid Search,Mobile,410,387,1179,0.344,170.9,6
2026-02-10,Paid Search,Tablet,44,33,184,0.346,108.0,0
2026-02-10,Social,Desktop,325,244,668,0.502,106.8,9
2026-02-10,Social,Mobile,563,423,2218,0.653,130.6,13
2026-02-10,Social,Tablet,68,58,209,0.594,51.4,1
2026-02-10,Direct,Desktop,278,249,690,0.577,77.3,7
2026-02-10,Direct,Mobile,326,268,911,0.671,155.9,9
2026-02-10,Direct,Tablet,53,40,164,0.518,121.9,1
2026-02-10,Email,Desktop,125,114,533,0.594,47.1,1
2026-02-10,Email,Mobile,115,93,439,0.683,144.4,1
2026-02-10,Email,Tablet,20,15,72,0.452,187.7,0
2026-02-10,Referral,Desktop,88,67,181,0.656,77.3,1
2026-02-10,Referral,Mobile,106,85,292,0.426,192.5,3
2026-02-10,Referral,Tablet,17,13,63,0.389,128.7,0
2026-02-11,Organic Search,Desktop,804,665,3352,0.462,227.7,15
2026-02-11,Organic Search,Mobile,840,689,2069,0.394,103.0,13
2026-02-11,Organic Search,Tablet,177,156,364,0.392,190.6,1
2026-02-11,Paid Search,Desktop,289,228,893,0.499,80.3,6
2026-02-11,Paid Search,Mobile,455,349,1987,0.374,102.6,8
2026-02-11,Paid Search,Tablet,72,57,233,0.344,143.3,1
2026-02-11,Social,Desktop,258,194,995,0.663,62.3,5
2026-02-11,Social,Mobile,549,414,1205,0.511,178.7,9
2026-02-11,Social,Tablet,77,63,328,0.427,193.4,2
2026-02-11,Direct,Desktop,228,203,945,0.625,118.1,4
2026-02-11,Direct,Mobile,361,283,1203,0.414,47.9,1
2026-02-11,Direct,Tablet,44,36,151,0.559,239.4,0
2026-02-11,Email,Desktop,109,89,251,0.653,164.6,2
2026-02-11,Email,Mobile,119,93,234,0.642,183.5,1
2026-02-11,Email,Tablet,25,22,65,0.536,85.9,0
2026-02-11,Referral,Desktop,70,64,222,0.385,226.9,1
2026-02-11,Referral,Mobile,124,104,303,0.588,54.5,2
2026-02-11,Referral,Tablet,20,15,84,0.578,210.5,0
2026-02-12,Organic Search,Desktop,925,834,3648,0.434,148.0,9
2026-02-12,Organic Search,Mobile,867,725,3770,0.672,56.3,7
2026-02-12,Organic Search,Tablet,158,121,664,0.658,113.5,1
2026-02-12,Paid Search,Desktop,238,179,854,0.505,156.9,2
2026-02-12,Paid Search,Mobile,369,297,789,0.604,215.8,7
2026-02-12,Paid Search,Tablet,61,48,273,0.445,208.3,1
2026-02-12,Social,Desktop,381,344,1475,0.681,170.8,6
2026-02-12,Social,Mobile,462,432,1079,0.377,45.1,6
2026-02-12,Social,Tablet,75,66,196,0.691,137.2,0
2026-02-12,Direct,Desktop,236,199,1031,0.509,160.3,2
2026-02-12,Direct,Mobile,245,196,711,0.483,99.8,2
2026-02-12,Direct,Tablet,48,43,100,0.399,102.7,0
2026-02-12,Email,Desktop,113,90,493,0.448,222.7,1
2026-02-12,Email,Mobile,132,114,500,0.446,133.5,1
2026-02-12,Email,Tablet,21,18,75,0.654,61.1,0
2026-02-12,Referral,Desktop,87,67,194,0.687,217.8,1
2026-02-12,Referral,Mobile,102,87,297,0.695,88.2,2
2026-02-12,Referral,Tablet,15,12,45,0.477,207.1,0
2026-02-13,Organic Search,Desktop,759,605,2071,0.632,194.1,6
2026-02-13,Organic Search,Mobile,923,760,3439,0.34,220.8,19
2026-02-13,Organic Search,Tablet,167,150,527,0.687,48.1,0
2026-02-13,Paid Search,Desktop,315,257,1003,0.439,128.7,4
2026-02-13,Paid Search,Mobile,384,309,1109,0.329,117.5,5
2026-02-13,Paid Search,Tablet,77,69,242,0.399,239.1,1
2026-02-13,Social,Desktop,295,252,1264,0.304,219.3,4
2026-02-13,Social,Mobile,414,374,1717,0.6,162.0,5
2026-02-13,Social,Tablet,62,57,259,0.405,123.9,1
2026-02-13,Direct,Desktop,260,203,708,0.308,177.1,4
2026-02-13,Direct,Mobile,358,310,821,0.595,160.0,2
2026-02-13,Direct,Tablet,46,35,151,0.37,229.2,0
2026-02-13,Email,Desktop,104,96,408,0.455,237.8,1
2026-02-13,Email,Mobile,144,110,332,0.432,110.7,3
2026-02-13,Email,Tablet,16,13,37,0.42,112.9,0
2026-02-13,Referral,Desktop,80,67,353,0.548,208.3,1
2026-02-13,Referral,Mobile,120,105,468,0.551,94.6,1
2026-02-13,Referral,Tablet,15,12,48,0.344,188.1,0
2026-02-14,Organic Search,Desktop,740,562,2376,0.566,203.9,18
2026-02-14,Organic Search,Mobile,963,886,2572,0.614,234.7,18
2026-02-14,Organic Search,Tablet,191,166,561,0.582,197.0,2
2026-02-14,Paid Search,Desktop,358,312,699,0.355,97.3,4
2026-02-14,Paid Search,Mobile,406,346,1822,0.427,121.2,6
2026-02-14,Paid Search,Tablet,47,42,170,0.355,134.9,0
2026-02-14,Social,Desktop,424,328,838,0.56,148.2,6
2026-02-14,Social,Mobile,491,429,974,0.556,103.7,13
2026-02-14,Social,Tablet,79,74,226,0.624,133.0,1
2026-02-14,Direct,Desktop,270,230,784,0.413,83.2,2
2026-02-14,Direct,Mobile,320,273,786,0.692,144.2,5
2026-02-14,Direct,Tablet,61,54,138,0.349,175.2,1
2026-02-14,Email,Desktop,80,61,333,0.337,146.9,1
2026-02-14,Email,Mobile,141,132,625,0.344,118.3,1
2026-02-14,Email,Tablet,28,23,53,0.524,81.1,0
2026-02-14,Referral,Desktop,88,69,203,0.459,46.8,1
2026-02-14,Referral,Mobile,129,116,461,0.528,144.5,3
2026-02-14,Referral,Tablet,18,14,73,0.517,106.3,0
2026-02-15,Organic Search,Desktop,830,776,2288,0.365,63.5,22
2026-02-15,Organic Search,Mobile,985,774,4039,0.522,90.8,15
2026-02-15,Organic Search,Tablet,146,134,643,0.432,162.1,3
2026-02-15,Paid Search,Desktop,242,228,711,0.374,46.7,4
2026-02-15,Paid Search,Mobile,340,264,904,0.481,192.5,6
2026-02-15,Paid Search,Tablet,69,54,179,0.388,66.8,1
2026-02-15,Social,Desktop,441,388,1895,0.366,153.4,7
2026-02-15,Social,Mobile,352,272,1183,0.639,159.3,7
2026-02-15,Social,Tablet,75,67,196,0.488,137.6,1
2026-02-15,Direct,Desktop,266,208,784,0.659,146.1,2
2026-02-15,Direct,Mobile,337,259,781,0.41,215.0,1
2026-02-15,Direct,Tablet,62,56,115,0.477,48.6,1
2026-02-15,Email,Desktop,112,91,473,0.689,71.4,2
2026-02-15,Email,Mobile,138,127,619,0.47,239.9,3
2026-02-15,Email,Tablet,18,14,53,0.465,237.9,0
2026-02-15,Referral,Desktop,83,68,340,0.643,82.6,0
2026-02-15,Referral,Mobile,96,89,238,0.554,128.1,2
2026-02-15,Referral,Tablet,15,11,62,0.33,239.3,0
2026-02-16,Organic Search,Desktop,640,537,1937,0.43,102.8,18
2026-02-16,Organic Search,Mobile,799,752,1826,0.561,138.4,18
2026-02-16,Organic Search,Tablet,128,99,492,0.574,123.9,2
2026-02-16,Paid Search,Desktop,345,289,658,0.525,137.3,7
2026-02-16,Paid Search,Mobile,430,352,1416,0.414,49.1,8
2026-02-16,Paid Search,Tablet,44,40,162,0.398,215.3,1
2026-02-16,Social,Desktop,335,300,1265,0.471,187.3,8
2026-02-16,Social,Mobile,472,396,1840,0.616,88.8,6
2026-02-16,Social,Tablet,70,60,249,0.472,186.5,1
2026-02-16,Direct,Desktop,181,141,620,0.62,236.3,4
2026-02-16,Direct,Mobile,358,268,1394,0.629,153.3,9
2026-02-16,Direct,Tablet,50,43,188,0.456,233.7,0
2026-02-16,Email,Desktop,122,103,285,0.524,220.0,2
2026-02-16,Email,Mobile,160,126,606,0.459,108.4,1
2026-02-16,Email,Tablet,20,15,37,0.4,157.9,0
2026-02-16,Referral,Desktop,71,53,160,0.537,198.9,0
2026-02-16,Referral,Mobile,102,91,307,0.328,63.6,1
2026-02-16,Referral,Tablet,14,12,49,0.403,57.1,0
2026-02-17,Organic Search,Desktop,876,682,3212,0.443,164.6,13
2026-02-17,Organic Search,Mobile,963,770,4233,0.689,74.0,17
2026-02-17,Organic Search,Tablet,152,135,651,0.545,104.5,4
2026-02-17,Paid Search,Desktop,294,235,901,0.529,155.2,1
2026-02-17,Paid Search,Mobile,346,315,955,0.364,206.1,1
2026-02-17,Paid Search,Tablet,51,43,116,0.405,107.2,1
2026-02-17,Social,Desktop,368,336,1649,0.63,111.4,4
2026-02-17,Social,Mobile,497,429,912,0.594,199.8,6
2026-02-17,Social,Tablet,72,65,149,0.337,56.6,1
2026-02-17,Direct,Desktop,223,182,691,0.586,59.8,1
2026-02-17,Direct,Mobile,336,269,1224,0.393,208.6,3
2026-02-17,Direct,Tablet,46,38,173,0.328,61.0,0
2026-02-17,Email,Desktop,87,78,353,0.356,81.5,0
2026-02-17,Email,Mobile,103,77,366,0.575,144.7,1
