order_id,order_date,ship_date,customer_id,product_id,sales_channel,payment_method,quantity,unit_price,discount,sales_amount,cost_amount,profit,order_status
SO118048,2026-06-22,2026-06-23,C01574,P0012,Online Store,Credit Card,1,6081.18,0.1,5473.06,3237.05,2236.01,Completed
SO118049,2026-06-22,2026-06-23,C01522,P0012,Marketplace,Credit Card,1,6081.18,0,6081.18,3237.05,2844.13,Completed
SO118050,2026-06-23,2026-06-28,C01412,P0044,Sales Rep,PromptPay,1,6151.1,0,6151.1,4101.61,2049.49,Completed
SO118051,2026-06-23,2026-06-30,C00547,P0037,Retail Shop,Cash on Delivery,2,1155.47,0,2310.94,1099.5,1211.44,Completed
SO118052,2026-06-23,2026-06-24,C00771,P0041,Marketplace,PromptPay,1,6964.31,0.15,5919.66,4745.29,1174.37,Completed
SO118053,2026-06-23,2026-06-24,C01186,P0010,Sales Rep,Credit Card,1,3668.18,0.1,3301.36,1841.88,1459.48,Completed
SO118054,2026-06-23,2026-06-25,C00207,P0009,Marketplace,Bank Transfer,3,731.22,0,2193.66,1259.43,934.23,Completed
SO118055,2026-06-23,2026-06-24,C01112,P0030,Retail Shop,Credit Card,1,342.53,0,342.53,257.07,85.46,Completed
SO118056,2026-06-23,2026-06-25,C01871,P0052,Online Store,PromptPay,4,2299.6,0,9198.4,5789.0,3409.4,Completed
SO118057,2026-06-23,2026-06-24,C00238,P0012,Online Store,Bank Transfer,1,6081.18,0.1,5473.06,3237.05,2236.01,Completed
SO118058,2026-06-23,2026-06-26,C01420,P0050,Marketplace,Cash on Delivery,1,1070.16,0.2,856.13,616.84,239.29,Completed
SO118059,2026-06-23,2026-06-25,C01354,P0044,Retail Shop,Cash on Delivery,2,6151.1,0.15,10456.87,8203.22,2253.65,Completed
SO118060,2026-06-23,2026-06-25,C00813,P0056,Sales Rep,Credit Card,1,7329.34,0,7329.34,4759.91,2569.43,Completed
SO118061,2026-06-23,2026-06-24,C01851,P0019,Retail Shop,Cash on Delivery,2,2314.07,0.2,3702.51,2163.54,1538.97,Completed
SO118062,2026-06-23,2026-06-26,C00052,P0032,Sales Rep,Cash on Delivery,3,5237.53,0,15712.59,7481.85,8230.74,Completed
SO118063,2026-06-23,2026-06-26,C00147,P0005,Marketplace,Credit Card,4,1154.82,0.2,3695.42,3412.16,283.26,Completed
SO118064,2026-06-23,2026-06-24,C00216,P0058,Retail Shop,Credit Card,1,2139.32,0,2139.32,1166.26,973.06,Completed
SO118065,2026-06-23,2026-06-24,C00136,P0039,Marketplace,Bank Transfer,3,3316.19,0.15,8456.28,5695.53,2760.75,Completed
SO118066,2026-06-23,2026-06-24,C00289,P0040,Marketplace,PromptPay,1,3716.07,0,3716.07,1858.29,1857.78,Completed
SO118067,2026-06-23,2026-06-26,C00638,P0032,Online Store,Credit Card,3,5237.53,0.1,14141.33,7481.85,6659.48,Completed
SO118068,2026-06-23,2026-06-24,C01988,P0030,Marketplace,Bank Transfer,4,342.53,0,1370.12,1028.28,341.84,Completed
SO118069,2026-06-24,2026-06-25,C01868,P0007,Sales Rep,PromptPay,2,3056.43,0.1,5501.57,3328.26,2173.31,Completed
SO118070,2026-06-24,2026-07-01,C00544,P0047,Marketplace,PromptPay,1,2396.3,0,2396.3,1169.77,1226.53,Returned
SO118071,2026-06-24,2026-06-29,C01690,P0034,Online Store,Credit Card,1,5674.95,0,5674.95,3356.11,2318.84,Completed
SO118072,2026-06-24,2026-06-25,C01157,P0010,Marketplace,Credit Card,2,3668.18,0,7336.36,3683.76,3652.6,Completed
SO118073,2026-06-24,2026-06-26,C00343,P0002,Retail Shop,Cash on Delivery,1,5627.44,0.15,4783.32,2720.47,2062.85,Completed
SO118074,2026-06-24,2026-06-27,C01310,P0025,Retail Shop,Bank Transfer,1,12260.15,0.05,11647.14,5871.62,5775.52,Completed
SO118075,2026-06-24,2026-06-26,C01030,P0040,Sales Rep,Cash on Delivery,3,3716.07,0.1,10033.39,5574.87,4458.52,Completed
SO118076,2026-06-24,2026-06-29,C01422,P0051,Sales Rep,Credit Card,1,6235.15,0,6235.15,3488.34,2746.81,Completed
SO118077,2026-06-24,2026-06-26,C00017,P0042,Marketplace,Bank Transfer,1,3499.17,0.05,3324.21,2147.31,1176.9,Completed
SO118078,2026-06-24,2026-06-27,C01652,P0004,Sales Rep,Credit Card,2,4559.99,0,9119.98,6945.74,2174.24,Completed
SO118079,2026-06-24,2026-06-27,C01426,P0014,Online Store,PromptPay,1,3738.19,0,3738.19,2752.22,985.97,Completed
SO118080,2026-06-24,2026-06-27,C00773,P0022,Online Store,PromptPay,1,7381.54,0.05,7012.46,4233.9,2778.56,Completed
SO118081,2026-06-24,2026-06-29,C01768,P0022,Retail Shop,Credit Card,1,7381.54,0,7381.54,4233.9,3147.64,Completed
SO118082,2026-06-24,2026-06-29,C00232,P0033,Online Store,Bank Transfer,3,6400.14,0.05,18240.4,13386.09,4854.31,Completed
SO118083,2026-06-24,2026-06-25,C01926,P0008,Online Store,PromptPay,1,2251.16,0.2,1800.93,1404.34,396.59,Completed
SO118084,2026-06-24,2026-06-26,C01869,P0007,Retail Shop,Cash on Delivery,5,3056.43,0.2,12225.72,8320.65,3905.07,Completed
SO118085,2026-06-24,2026-06-26,C00857,P0030,Marketplace,PromptPay,2,342.53,0,685.06,514.14,170.92,Completed
SO118086,2026-06-24,2026-06-26,C00010,P0018,Retail Shop,Credit Card,4,5708.01,0,22832.04,15369.4,7462.64,Completed
SO118087,2026-06-24,2026-06-26,C01132,P0037,Sales Rep,Cash on Delivery,1,1155.47,0.1,1039.92,549.75,490.17,Completed
SO118088,2026-06-24,2026-06-26,C01734,P0034,Online Store,Bank Transfer,1,5674.95,0,5674.95,3356.11,2318.84,Completed
SO118089,2026-06-24,2026-06-29,C00573,P0015,Retail Shop,Bank Transfer,1,1756.87,0,1756.87,1218.74,538.13,Cancelled
SO118090,2026-06-24,2026-06-29,C01130,P0014,Retail Shop,Bank Transfer,1,3738.19,0,3738.19,2752.22,985.97,Completed
SO118091,2026-06-24,2026-06-27,C01525,P0044,Online Store,Bank Transfer,2,6151.1,0,12302.2,8203.22,4098.98,Completed
SO118092,2026-06-25,2026-06-26,C01600,P0029,Retail Shop,Credit Card,2,9842.19,0,19684.38,9668.66,10015.72,Returned
SO118093,2026-06-25,2026-06-26,C01096,P0056,Sales Rep,Bank Transfer,1,7329.34,0,7329.34,4759.91,2569.43,Returned
SO118094,2026-06-25,2026-06-28,C01366,P0009,Online Store,Bank Transfer,2,731.22,0,1462.44,839.62,622.82,Returned
SO118095,2026-06-25,2026-06-28,C01482,P0014,Retail Shop,PromptPay,1,3738.19,0,3738.19,2752.22,985.97,Completed
SO118096,2026-06-25,2026-07-02,C01074,P0031,Retail Shop,Bank Transfer,1,3523.21,0,3523.21,1931.15,1592.06,Completed
SO118097,2026-06-25,2026-06-26,C00877,P0021,Sales Rep,Cash on Delivery,1,8337.14,0,8337.14,3902.39,4434.75,Completed
SO118098,2026-06-25,2026-06-26,C00819,P0042,Sales Rep,Cash on Delivery,1,3499.17,0.05,3324.21,2147.31,1176.9,Completed
SO118099,2026-06-25,2026-06-28,C01802,P0001,Retail Shop,PromptPay,1,5156.72,0.2,4125.38,2553.02,1572.36,Completed
SO118100,2026-06-25,2026-06-26,C01391,P0027,Online Store,Credit Card,1,1568.2,0,1568.2,1126.15,442.05,Completed
SO118101,2026-06-25,2026-06-26,C01459,P0015,Retail Shop,Credit Card,2,1756.87,0,3513.74,2437.48,1076.26,Returned
SO118102,2026-06-25,2026-06-27,C01107,P0006,Online Store,Bank Transfer,3,1961.48,0,5884.44,3552.42,2332.02,Completed
SO118103,2026-06-25,2026-06-30,C00127,P0011,Sales Rep,Cash on Delivery,2,1857.44,0,3714.88,2849.02,865.86,Returned
SO118104,2026-06-25,2026-06-26,C00505,P0023,Online Store,Credit Card,1,4144.95,0,4144.95,2250.56,1894.39,Completed
SO118105,2026-06-25,2026-06-27,C00872,P0057,Sales Rep,Credit Card,1,5299.84,0.1,4769.86,3273.8,1496.06,Completed
SO118106,2026-06-25,2026-06-27,C01476,P0058,Sales Rep,PromptPay,4,2139.32,0.05,8129.42,4665.04,3464.38,Completed
SO118107,2026-06-25,2026-06-26,C01839,P0003,Sales Rep,Bank Transfer,2,3896.65,0.05,7403.64,4406.62,2997.02,Completed
SO118108,2026-06-25,2026-07-02,C00836,P0016,Sales Rep,PromptPay,2,9284.71,0.2,14855.54,10482.92,4372.62,Completed
SO118109,2026-06-25,2026-06-28,C00007,P0028,Retail Shop,PromptPay,1,6888.25,0,6888.25,3890.92,2997.33,Completed
SO118110,2026-06-25,2026-06-26,C00639,P0015,Retail Shop,Bank Transfer,1,1756.87,0,1756.87,1218.74,538.13,Completed
SO118111,2026-06-25,2026-06-27,C01404,P0004,Marketplace,Credit Card,1,4559.99,0,4559.99,3472.87,1087.12,Completed
SO118112,2026-06-25,2026-06-26,C01833,P0034,Retail Shop,Cash on Delivery,3,5674.95,0,17024.85,10068.33,6956.52,Completed
SO118113,2026-06-25,2026-06-30,C01896,P0013,Marketplace,Bank Transfer,2,951.59,0,1903.18,1378.8,524.38,Completed
SO118114,2026-06-25,2026-06-27,C01146,P0020,Sales Rep,Cash on Delivery,1,3344.65,0,3344.65,1824.4,1520.25,Cancelled
SO118115,2026-06-26,2026-06-27,C00783,P0009,Retail Shop,Credit Card,1,731.22,0,731.22,419.81,311.41,Completed
SO118116,2026-06-26,2026-07-01,C01460,P0054,Sales Rep,PromptPay,1,2515.37,0.1,2263.83,1690.73,573.1,Completed
SO118117,2026-06-26,2026-07-01,C00173,P0024,Marketplace,Credit Card,1,7277.41,0.05,6913.54,3922.11,2991.43,Completed
SO118118,2026-06-26,2026-06-27,C01563,P0028,Online Store,Credit Card,1,6888.25,0,6888.25,3890.92,2997.33,Completed
SO118119,2026-06-26,2026-07-01,C01155,P0008,Retail Shop,Bank Transfer,1,2251.16,0,2251.16,1404.34,846.82,Completed
SO118120,2026-06-26,2026-06-27,C01609,P0016,Online Store,Bank Transfer,2,9284.71,0.05,17640.95,10482.92,7158.03,Completed
SO118121,2026-06-26,2026-06-28,C00873,P0054,Marketplace,PromptPay,1,2515.37,0.1,2263.83,1690.73,573.1,Completed
SO118122,2026-06-26,2026-06-29,C01638,P0014,Online Store,Bank Transfer,1,3738.19,0.05,3551.28,2752.22,799.06,Completed
SO118123,2026-06-26,2026-06-27,C01296,P0004,Marketplace,PromptPay,1,4559.99,0,4559.99,3472.87,1087.12,Completed
SO118124,2026-06-26,2026-06-27,C01035,P0016,Sales Rep,Cash on Delivery,5,9284.71,0,46423.55,26207.3,20216.25,Completed
SO118125,2026-06-26,2026-06-27,C01314,P0011,Retail Shop,Bank Transfer,2,1857.44,0,3714.88,2849.02,865.86,Completed
SO118126,2026-06-26,2026-06-28,C00195,P0052,Marketplace,PromptPay,3,2299.6,0,6898.8,4341.75,2557.05,Completed
SO118127,2026-06-26,2026-06-28,C00218,P0056,Sales Rep,Credit Card,1,7329.34,0,7329.34,4759.91,2569.43,Completed
SO118128,2026-06-26,2026-07-03,C00041,P0002,Retail Shop,Cash on Delivery,4,5627.44,0.15,19133.3,10881.88,8251.42,Completed
SO118129,2026-06-26,2026-06-29,C01113,P0057,Online Store,Credit Card,1,5299.84,0.1,4769.86,3273.8,1496.06,Completed
SO118130,2026-06-26,2026-06-27,C00587,P0025,Sales Rep,Bank Transfer,3,12260.15,0.1,33102.4,17614.86,15487.54,Completed
SO118131,2026-06-26,2026-06-27,C00377,P0001,Sales Rep,Cash on Delivery,1,5156.72,0.05,4898.88,2553.02,2345.86,Completed
SO118132,2026-06-26,2026-06-27,C01773,P0057,Sales Rep,Credit Card,1,5299.84,0,5299.84,3273.8,2026.04,Returned
SO118133,2026-06-27,2026-06-28,C01393,P0027,Retail Shop,PromptPay,1,1568.2,0,1568.2,1126.15,442.05,Completed
SO118134,2026-06-27,2026-06-29,C00406,P0014,Online Store,Bank Transfer,1,3738.19,0.1,3364.37,2752.22,612.15,Completed
SO118135,2026-06-27,2026-06-29,C00873,P0055,Marketplace,Credit Card,1,2340.98,0,2340.98,1159.15,1181.83,Completed
SO118136,2026-06-27,2026-06-28,C00009,P0050,Retail Shop,PromptPay,1,1070.16,0,1070.16,616.84,453.32,Completed
SO118137,2026-06-27,2026-06-29,C01674,P0028,Retail Shop,Credit Card,1,6888.25,0,6888.25,3890.92,2997.33,Completed
SO118138,2026-06-27,2026-06-28,C00546,P0027,Marketplace,PromptPay,2,1568.2,0,3136.4,2252.3,884.1,Completed
SO118139,2026-06-27,2026-06-29,C00933,P0050,Sales Rep,PromptPay,2,1070.16,0.05,2033.3,1233.68,799.62,Completed
SO118140,2026-06-27,2026-06-29,C00744,P0003,Sales Rep,Credit Card,1,3896.65,0,3896.65,2203.31,1693.34,Cancelled
SO118141,2026-06-27,2026-06-28,C00916,P0018,Sales Rep,Credit Card,2,5708.01,0.05,10845.22,7684.7,3160.52,Completed
SO118142,2026-06-27,2026-06-29,C00586,P0050,Sales Rep,Bank Transfer,5,1070.16,0,5350.8,3084.2,2266.6,Completed
SO118143,2026-06-27,2026-06-29,C00869,P0030,Online Store,Bank Transfer,1,342.53,0,342.53,257.07,85.46,Completed
SO118144,2026-06-27,2026-06-29,C00781,P0036,Sales Rep,Bank Transfer,1,11964.76,0.05,11366.52,5972.79,5393.73,Completed
SO118145,2026-06-27,2026-07-02,C01290,P0057,Sales Rep,Credit Card,4,5299.84,0,21199.36,13095.2,8104.16,Returned
SO118146,2026-06-27,2026-06-30,C00645,P0057,Marketplace,PromptPay,2,5299.84,0.05,10069.7,6547.6,3522.1,Completed
SO118147,2026-06-27,2026-06-29,C01993,P0035,Sales Rep,Cash on Delivery,1,6101.81,0.1,5491.63,4192.78,1298.85,Completed
SO118148,2026-06-27,2026-06-29,C01949,P0028,Online Store,PromptPay,1,6888.25,0,6888.25,3890.92,2997.33,Completed
SO118149,2026-06-27,2026-07-02,C01638,P0007,Online Store,Cash on Delivery,1,3056.43,0,3056.43,1664.13,1392.3,Completed
SO118150,2026-06-27,2026-06-30,C01508,P0016,Marketplace,Bank Transfer,2,9284.71,0,18569.42,10482.92,8086.5,Cancelled
SO118151,2026-06-27,2026-06-28,C01965,P0026,Online Store,Credit Card,1,9740.44,0,9740.44,5440.22,4300.22,Completed
SO118152,2026-06-27,2026-06-28,C00653,P0018,Online Store,Credit Card,1,5708.01,0,5708.01,3842.35,1865.66,Completed
SO118153,2026-06-27,2026-07-02,C01253,P0056,Marketplace,PromptPay,3,7329.34,0,21988.02,14279.73,7708.29,Cancelled
SO118154,2026-06-27,2026-06-29,C00470,P0004,Marketplace,Bank Transfer,1,4559.99,0,4559.99,3472.87,1087.12,Completed
SO118155,2026-06-27,2026-06-28,C01637,P0021,Online Store,Cash on Delivery,3,8337.14,0.15,21259.71,11707.17,9552.54,Completed
SO118156,2026-06-27,2026-06-30,C00558,P0048,Sales Rep,Cash on Delivery,3,6484.47,0,19453.41,11124.72,8328.69,Completed
SO118157,2026-06-27,2026-06-29,C00575,P0014,Marketplace,PromptPay,1,3738.19,0,3738.19,2752.22,985.97,Completed
SO118158,2026-06-27,2026-06-29,C00731,P0030,Retail Shop,Cash on Delivery,1,342.53,0,342.53,257.07,85.46,Completed
SO118159,2026-06-28,2026-07-05,C00844,P0052,Sales Rep,Bank Transfer,2,2299.6,0,4599.2,2894.5,1704.7,Completed
SO118160,2026-06-28,2026-07-01,C01867,P0053,Sales Rep,PromptPay,1,3731.52,0.05,3544.94,2372.15,1172.79,Completed
SO118161,2026-06-28,2026-07-01,C01871,P0047,Retail Shop,Bank Transfer,4,2396.3,0,9585.2,4679.08,4906.12,Completed
SO118162,2026-06-28,2026-07-01,C00288,P0001,Retail Shop,Cash on Delivery,1,5156.72,0,5156.72,2553.02,2603.7,Cancelled
SO118163,2026-06-28,2026-06-30,C01008,P0015,Marketplace,Credit Card,1,1756.87,0,1756.87,1218.74,538.13,Completed
SO118164,2026-06-28,2026-06-29,C00163,P0049,Online Store,Credit Card,1,7844.05,0.1,7059.65,4963.18,2096.47,Completed
SO118165,2026-06-28,2026-07-01,C01227,P0056,Retail Shop,Cash on Delivery,1,7329.34,0,7329.34,4759.91,2569.43,Completed
SO118166,2026-06-28,2026-06-30,C00660,P0057,Marketplace,PromptPay,1,5299.84,0,5299.84,3273.8,2026.04,Completed
SO118167,2026-06-28,2026-07-01,C01246,P0038,Online Store,Cash on Delivery,3,7332.43,0,21997.29,13672.62,8324.67,Completed
SO118168,2026-06-28,2026-06-30,C01330,P0053,Sales Rep,Credit Card,2,3731.52,0.05,7089.89,4744.3,2345.59,Completed
SO118169,2026-06-28,2026-06-30,C01968,P0020,Marketplace,Credit Card,1,3344.65,0,3344.65,1824.4,1520.25,Completed
SO118170,2026-06-28,2026-07-01,C01520,P0052,Sales Rep,PromptPay,1,2299.6,0,2299.6,1447.25,852.35,Completed
SO118171,2026-06-28,2026-06-30,C00504,P0029,Online Store,PromptPay,2,9842.19,0.15,16731.72,9668.66,7063.06,Completed
SO118172,2026-06-28,2026-06-30,C00813,P0022,Retail Shop,Cash on Delivery,2,7381.54,0,14763.08,8467.8,6295.28,Completed
SO118173,2026-06-28,2026-06-30,C01363,P0022,Retail Shop,Bank Transfer,1,7381.54,0.1,6643.39,4233.9,2409.49,Completed
SO118174,2026-06-28,2026-07-01,C00979,P0003,Sales Rep,Credit Card,1,3896.65,0,3896.65,2203.31,1693.34,Completed
SO118175,2026-06-28,2026-07-01,C00952,P0021,Retail Shop,Bank Transfer,1,8337.14,0.15,7086.57,3902.39,3184.18,Completed
SO118176,2026-06-28,2026-06-30,C00691,P0005,Sales Rep,Bank Transfer,1,1154.82,0.05,1097.08,853.04,244.04,Completed
SO118177,2026-06-28,2026-07-01,C01247,P0047,Retail Shop,Credit Card,1,2396.3,0.15,2036.86,1169.77,867.09,Completed
SO118178,2026-06-28,2026-06-29,C01460,P0060,Retail Shop,PromptPay,2,1288.75,0.1,2319.75,1625.66,694.09,Completed
SO118179,2026-06-28,2026-06-29,C01650,P0021,Online Store,Credit Card,5,8337.14,0.05,39601.41,19511.95,20089.46,Completed
SO118180,2026-06-28,2026-06-30,C00759,P0031,Marketplace,PromptPay,1,3523.21,0.1,3170.89,1931.15,1239.74,Completed
SO118181,2026-06-28,2026-06-29,C00590,P0026,Retail Shop,Credit Card,3,9740.44,0,29221.32,16320.66,12900.66,Completed
SO118182,2026-06-28,2026-06-29,C01588,P0040,Retail Shop,Bank Transfer,1,3716.07,0.1,3344.46,1858.29,1486.17,Completed
SO118183,2026-06-28,2026-06-29,C00377,P0036,Sales Rep,Bank Transfer,3,11964.76,0.1,32304.85,17918.37,14386.48,Completed
SO118184,2026-06-28,2026-06-29,C01593,P0006,Online Store,Cash on Delivery,1,1961.48,0.15,1667.26,1184.14,483.12,Completed
SO118185,2026-06-29,2026-06-30,C00512,P0023,Sales Rep,Cash on Delivery,1,4144.95,0.05,3937.7,2250.56,1687.14,Completed
SO118186,2026-06-29,2026-06-30,C00906,P0049,Retail Shop,PromptPay,1,7844.05,0,7844.05,4963.18,2880.87,Completed
SO118187,2026-06-29,2026-06-30,C01948,P0053,Online Store,Cash on Delivery,1,3731.52,0.05,3544.94,2372.15,1172.79,Completed
SO118188,2026-06-29,2026-06-30,C01007,P0042,Retail Shop,Bank Transfer,1,3499.17,0,3499.17,2147.31,1351.86,Completed
SO118189,2026-06-29,2026-07-01,C01725,P0052,Retail Shop,Credit Card,2,2299.6,0,4599.2,2894.5,1704.7,Completed
SO118190,2026-06-29,2026-07-04,C00611,P0013,Retail Shop,PromptPay,1,951.59,0,951.59,689.4,262.19,Completed
SO118191,2026-06-29,2026-06-30,C01589,P0020,Online Store,Bank Transfer,2,3344.65,0,6689.3,3648.8,3040.5,Completed
SO118192,2026-06-29,2026-07-02,C00260,P0058,Marketplace,Cash on Delivery,1,2139.32,0,2139.32,1166.26,973.06,Cancelled
SO118193,2026-06-29,2026-06-30,C01913,P0017,Sales Rep,PromptPay,1,6305.48,0,6305.48,3691.79,2613.69,Cancelled
SO118194,2026-06-29,2026-06-30,C01929,P0005,Retail Shop,Credit Card,1,1154.82,0,1154.82,853.04,301.78,Completed
SO118195,2026-06-29,2026-07-02,C00504,P0052,Marketplace,Credit Card,1,2299.6,0.05,2184.62,1447.25,737.37,Completed
SO118196,2026-06-29,2026-06-30,C01394,P0024,Retail Shop,PromptPay,2,7277.41,0,14554.82,7844.22,6710.6,Completed
SO118197,2026-06-29,2026-06-30,C01164,P0013,Sales Rep,Cash on Delivery,2,951.59,0,1903.18,1378.8,524.38,Completed
SO118198,2026-06-29,2026-07-01,C01526,P0011,Sales Rep,Bank Transfer,3,1857.44,0.05,5293.7,4273.53,1020.17,Completed
SO118199,2026-06-29,2026-06-30,C00949,P0060,Retail Shop,Bank Transfer,1,1288.75,0.1,1159.88,812.83,347.05,Returned
SO118200,2026-06-29,2026-07-02,C01898,P0025,Online Store,Cash on Delivery,1,12260.15,0,12260.15,5871.62,6388.53,Completed
SO118201,2026-06-29,2026-06-30,C01820,P0020,Online Store,Bank Transfer,5,3344.65,0.1,15050.93,9122.0,5928.93,Completed
SO118202,2026-06-29,2026-07-01,C01974,P0033,Retail Shop,Cash on Delivery,1,6400.14,0.1,5760.13,4462.03,1298.1,Completed
SO118203,2026-06-29,2026-06-30,C01969,P0009,Online Store,PromptPay,2,731.22,0,1462.44,839.62,622.82,Completed
SO118204,2026-06-29,2026-06-30,C00735,P0033,Online Store,Cash on Delivery,1,6400.14,0,6400.14,4462.03,1938.11,Completed
SO118205,2026-06-29,2026-07-01,C01266,P0055,Sales Rep,Credit Card,3,2340.98,0,7022.94,3477.45,3545.49,Completed
SO118206,2026-06-29,2026-06-30,C00559,P0043,Marketplace,Bank Transfer,1,4062.61,0,4062.61,2139.05,1923.56,Completed
SO118207,2026-06-29,2026-07-02,C01536,P0039,Online Store,Credit Card,1,3316.19,0,3316.19,1898.51,1417.68,Completed
SO118208,2026-06-30,2026-07-03,C01390,P0046,Sales Rep,Credit Card,3,3112.92,0.05,8871.82,4335.66,4536.16,Completed
SO118209,2026-06-30,2026-07-02,C00510,P0023,Online Store,Credit Card,1,4144.95,0,4144.95,2250.56,1894.39,Completed
SO118210,2026-06-30,2026-07-02,C01050,P0055,Sales Rep,Cash on Delivery,2,2340.98,0,4681.96,2318.3,2363.66,Completed
SO118211,2026-06-30,2026-07-02,C00280,P0049,Sales Rep,Bank Transfer,4,7844.05,0.1,28238.58,19852.72,8385.86,Completed
SO118212,2026-06-30,2026-07-02,C00119,P0054,Online Store,Credit Card,4,2515.37,0.05,9558.41,6762.92,2795.49,Completed
SO118213,2026-06-30,2026-07-02,C00570,P0033,Sales Rep,Credit Card,1,6400.14,0,6400.14,4462.03,1938.11,Cancelled
SO118214,2026-06-30,2026-07-01,C01021,P0026,Marketplace,PromptPay,1,9740.44,0,9740.44,5440.22,4300.22,Completed
SO118215,2026-06-30,2026-07-03,C00155,P0046,Online Store,Bank Transfer,2,3112.92,0,6225.84,2890.44,3335.4,Completed
SO118216,2026-06-30,2026-07-01,C01639,P0041,Sales Rep,Credit Card,1,6964.31,0.05,6616.09,4745.29,1870.8,Completed
SO118217,2026-06-30,2026-07-02,C01762,P0043,Retail Shop,Cash on Delivery,1,4062.61,0,4062.61,2139.05,1923.56,Completed
SO118218,2026-06-30,2026-07-07,C01987,P0021,Online Store,Credit Card,3,8337.14,0,25011.42,11707.17,13304.25,Cancelled
SO118219,2026-06-30,2026-07-03,C01947,P0060,Online Store,PromptPay,1,1288.75,0,1288.75,812.83,475.92,Completed
SO118220,2026-06-30,2026-07-03,C00773,P0039,Marketplace,Bank Transfer,1,3316.19,0,3316.19,1898.51,1417.68,Completed
SO118221,2026-06-30,2026-07-02,C00055,P0057,Sales Rep,Cash on Delivery,1,5299.84,0.1,4769.86,3273.8,1496.06,Completed
SO118222,2026-06-30,2026-07-02,C00476,P0020,Marketplace,Cash on Delivery,2,3344.65,0.15,5685.9,3648.8,2037.1,Completed
SO118223,2026-06-30,2026-07-01,C00492,P0003,Online Store,Bank Transfer,1,3896.65,0,3896.65,2203.31,1693.34,Completed
SO118224,2026-06-30,2026-07-07,C01298,P0019,Sales Rep,Credit Card,1,2314.07,0,2314.07,1081.77,1232.3,Completed
SO118225,2026-06-30,2026-07-02,C00126,P0034,Online Store,Credit Card,1,5674.95,0,5674.95,3356.11,2318.84,Completed
SO118226,2026-06-30,2026-07-03,C00045,P0055,Retail Shop,Bank Transfer,2,2340.98,0.1,4213.76,2318.3,1895.46,Completed
SO118227,2026-06-30,2026-07-02,C01939,P0039,Online Store,PromptPay,1,3316.19,0,3316.19,1898.51,1417.68,Completed
SO118228,2026-06-30,2026-07-01,C00159,P0027,Online Store,Bank Transfer,2,1568.2,0,3136.4,2252.3,884.1,Completed
SO118229,2026-06-30,2026-07-01,C00673,P0052,Retail Shop,PromptPay,2,2299.6,0.2,3679.36,2894.5,784.86,Completed
SO118230,2026-06-30,2026-07-01,C00503,P0015,Retail Shop,Cash on Delivery,1,1756.87,0,1756.87,1218.74,538.13,Completed
SO118231,2026-06-30,2026-07-03,C01519,P0016,Online Store,Bank Transfer,1,9284.71,0.1,8356.24,5241.46,3114.78,Completed
SO118232,2026-06-30,2026-07-05,C01752,P0027,Online Store,Bank Transfer,3,1568.2,0.15,3998.91,3378.45,620.46,Completed
SO118233,2026-06-30,2026-07-05,C00066,P0046,Online Store,PromptPay,1,3112.92,0.05,2957.27,1445.22,1512.05,Completed
SO118234,2026-06-30,2026-07-01,C01727,P0052,Online Store,Credit Card,1,2299.6,0.2,1839.68,1447.25,392.43,Completed
SO118235,2026-06-30,2026-07-01,C00663,P0037,Retail Shop,PromptPay,1,1155.47,0,1155.47,549.75,605.72,Completed
SO118236,2026-06-30,2026-07-02,C00806,P0031,Marketplace,Credit Card,3,3523.21,0,10569.63,5793.45,4776.18,Completed
SO118237,2026-06-30,2026-07-01,C00554,P0009,Retail Shop,PromptPay,1,731.22,0,731.22,419.81,311.41,Completed
SO118238,2026-06-30,2026-07-05,C00662,P0037,Marketplace,Credit Card,3,1155.47,0.1,3119.77,1649.25,1470.52,Returned
SO118239,2026-06-30,2026-07-02,C00728,P0047,Marketplace,Credit Card,2,2396.3,0,4792.6,2339.54,2453.06,Completed
SO118240,2026-06-30,2026-07-02,C01213,P0007,Sales Rep,PromptPay,1,3056.43,0,3056.43,1664.13,1392.3,Completed
SO118241,2026-06-30,2026-07-01,C01299,P0018,Marketplace,Bank Transfer,1,5708.01,0.05,5422.61,3842.35,1580.26,Completed
SO118242,2026-06-30,2026-07-01,C00008,P0006,Online Store,Credit Card,4,1961.48,0,7845.92,4736.56,3109.36,Completed
SO118243,2026-07-01,2026-07-04,C00344,P0004,Retail Shop,PromptPay,4,4559.99,0.2,14591.97,13891.48,700.49,Returned
SO118244,2026-07-01,2026-07-02,C00068,P0053,Marketplace,PromptPay,5,3731.52,0.1,16791.84,11860.75,4931.09,Completed
SO118245,2026-07-01,2026-07-02,C01988,P0044,Online Store,Cash on Delivery,1,6151.1,0.05,5843.55,4101.61,1741.94,Completed
SO118246,2026-07-01,2026-07-03,C01230,P0016,Retail Shop,Credit Card,3,9284.71,0,27854.13,15724.38,12129.75,Returned
SO118247,2026-07-01,2026-07-03,C00137,P0011,Retail Shop,Bank Transfer,1,1857.44,0,1857.44,1424.51,432.93,Completed
SO118248,2026-07-01,2026-07-03,C01811,P0039,Retail Shop,PromptPay,1,3316.19,0,3316.19,1898.51,1417.68,Completed
SO118249,2026-07-01,2026-07-06,C01349,P0042,Marketplace,PromptPay,1,3499.17,0,3499.17,2147.31,1351.86,Completed
